NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_012,13.907064433847177
"Isle of Wight County, Virginia",S1501_C01_012,15.719992391097584
"James City County, Virginia",S1501_C01_012,27.70203226636287
"Mathews County, Virginia",S1501_C01_012,20.248590836826132
"Southampton County, Virginia",S1501_C01_012,12.010898357678045
"York County, Virginia",S1501_C01_012,25.32557070629692
"Chesapeake city, Virginia",S1501_C01_012,20.74427789023981
"Franklin city, Virginia",S1501_C01_012,11.957653592502604
"Hampton city, Virginia",S1501_C01_012,16.41677255400254
"Newport News city, Virginia",S1501_C01_012,16.531693618336867
"Norfolk city, Virginia",S1501_C01_012,17.743244127461885
"Poquoson city, Virginia",S1501_C01_012,22.80141843971631
"Portsmouth city, Virginia",S1501_C01_012,14.254048105643765
"Suffolk city, Virginia",S1501_C01_012,17.35222725185331
"Virginia Beach city, Virginia",S1501_C01_012,22.623990829124043
"Williamsburg city, Virginia",S1501_C01_012,27.14074472375319
