NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_012,14.336355834172917
"Isle of Wight County, Virginia",S1501_C01_012,16.148682729988746
"James City County, Virginia",S1501_C01_012,26.148831744708268
"Mathews County, Virginia",S1501_C01_012,17.23444013224091
"Southampton County, Virginia",S1501_C01_012,12.486740415214427
"York County, Virginia",S1501_C01_012,23.233765364624
"Chesapeake city, Virginia",S1501_C01_012,19.568547357671687
"Franklin city, Virginia",S1501_C01_012,15.267841563426977
"Hampton city, Virginia",S1501_C01_012,15.690538213607667
"Newport News city, Virginia",S1501_C01_012,15.285586175973512
"Norfolk city, Virginia",S1501_C01_012,16.485878761102796
"Poquoson city, Virginia",S1501_C01_012,24.21357117030252
"Portsmouth city, Virginia",S1501_C01_012,14.279414775501204
"Suffolk city, Virginia",S1501_C01_012,16.25513007495845
"Virginia Beach city, Virginia",S1501_C01_012,22.678686752863335
"Williamsburg city, Virginia",S1501_C01_012,27.81292984869326
