NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_012,0.055677995592158684
"Isle of Wight County, Virginia",S1501_C01_012,0.07014714775246926
"James City County, Virginia",S1501_C01_012,0.053354452804235016
"Mathews County, Virginia",S1501_C01_012,0.188957779746088
"Southampton County, Virginia",S1501_C01_012,0.0656306578153289
"York County, Virginia",S1501_C01_012,0.0535344366082443
"Chesapeake city, Virginia",S1501_C01_012,0.0123955844173731
"Franklin city, Virginia",S1501_C01_012,0.268788682581786
"Hampton city, Virginia",S1501_C01_012,0.015662501267648482
"Newport News city, Virginia",S1501_C01_012,0.013859028801904726
"Norfolk city, Virginia",S1501_C01_012,0.010481743717895321
"Poquoson city, Virginia",S1501_C01_012,0.23144834168456213
"Portsmouth city, Virginia",S1501_C01_012,0.01948757267906204
"Suffolk city, Virginia",S1501_C01_012,0.029799530431641685
"Virginia Beach city, Virginia",S1501_C01_012,0.0073172516402839095
"Williamsburg city, Virginia",S1501_C01_012,0.3913108168427317
