NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_015,0.08158372965239918
"Isle of Wight County, Virginia",S1501_C01_015,0.10401128804676477
"James City County, Virginia",S1501_C01_015,0.09441237156374398
"Mathews County, Virginia",S1501_C01_015,0.3808680248007086
"Southampton County, Virginia",S1501_C01_015,0.092033796016898
"York County, Virginia",S1501_C01_015,0.09566371063473221
"Chesapeake city, Virginia",S1501_C01_015,0.01955747763629978
"Franklin city, Virginia",S1501_C01_015,0.36781609195402304
"Hampton city, Virginia",S1501_C01_015,0.025465649543083148
"Newport News city, Virginia",S1501_C01_015,0.021232742843943782
"Norfolk city, Virginia",S1501_C01_015,0.017631542412883523
"Poquoson city, Virginia",S1501_C01_015,0.41875447387258413
"Portsmouth city, Virginia",S1501_C01_015,0.030349498434604816
"Suffolk city, Virginia",S1501_C01_015,0.04641502618746614
"Virginia Beach city, Virginia",S1501_C01_015,0.01125462990386525
"Williamsburg city, Virginia",S1501_C01_015,0.7364975450081833
