NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_012,0.05586164677073768
"Isle of Wight County, Virginia",S1501_C01_012,0.06672491857971245
"James City County, Virginia",S1501_C01_012,0.05128716822989423
"Mathews County, Virginia",S1501_C01_012,0.2255201513167467
"Southampton County, Virginia",S1501_C01_012,0.07807221680054051
"York County, Virginia",S1501_C01_012,0.05282461765587876
"Chesapeake city, Virginia",S1501_C01_012,0.01236333502633056
"Franklin city, Virginia",S1501_C01_012,0.24977698483496877
"Hampton city, Virginia",S1501_C01_012,0.016531325745305886
"Newport News city, Virginia",S1501_C01_012,0.013124737505249895
"Norfolk city, Virginia",S1501_C01_012,0.010373865994060453
"Poquoson city, Virginia",S1501_C01_012,0.2475188329546813
"Portsmouth city, Virginia",S1501_C01_012,0.020244195609540078
"Suffolk city, Virginia",S1501_C01_012,0.028525362768200425
"Virginia Beach city, Virginia",S1501_C01_012,0.0073985582992818644
"Williamsburg city, Virginia",S1501_C01_012,0.3549382716049383
