NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_012,0.053652657361688894
"Isle of Wight County, Virginia",S1501_C01_012,0.0690103109523423
"James City County, Virginia",S1501_C01_012,0.05304418218226748
"Mathews County, Virginia",S1501_C01_012,0.17798872738059923
"Southampton County, Virginia",S1501_C01_012,0.06822316555488174
"York County, Virginia",S1501_C01_012,0.05485232067510548
"Chesapeake city, Virginia",S1501_C01_012,0.011961973515770918
"Franklin city, Virginia",S1501_C01_012,0.22599859845830414
"Hampton city, Virginia",S1501_C01_012,0.0158832077320807
"Newport News city, Virginia",S1501_C01_012,0.013815232407861313
"Norfolk city, Virginia",S1501_C01_012,0.010218508097817719
"Poquoson city, Virginia",S1501_C01_012,0.25715320536037667
"Portsmouth city, Virginia",S1501_C01_012,0.019830481368942908
"Suffolk city, Virginia",S1501_C01_012,0.029879570754459156
"Virginia Beach city, Virginia",S1501_C01_012,0.007470286231769154
"Williamsburg city, Virginia",S1501_C01_012,0.36639999999999995
