NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_015,0.07775747443723027
"Isle of Wight County, Virginia",S1501_C01_015,0.1022976374117074
"James City County, Virginia",S1501_C01_015,0.0971411529121043
"Mathews County, Virginia",S1501_C01_015,0.3366953426283002
"Southampton County, Virginia",S1501_C01_015,0.09627046694966646
"York County, Virginia",S1501_C01_015,0.09751523675574308
"Chesapeake city, Virginia",S1501_C01_015,0.019656810280301917
"Franklin city, Virginia",S1501_C01_015,0.3521373510861948
"Hampton city, Virginia",S1501_C01_015,0.025345544253320265
"Newport News city, Virginia",S1501_C01_015,0.020945674940951023
"Norfolk city, Virginia",S1501_C01_015,0.01728747602849984
"Poquoson city, Virginia",S1501_C01_015,0.443076180127973
"Portsmouth city, Virginia",S1501_C01_015,0.030545338237645936
"Suffolk city, Virginia",S1501_C01_015,0.04609470366389127
"Virginia Beach city, Virginia",S1501_C01_015,0.011381615343686022
"Williamsburg city, Virginia",S1501_C01_015,0.7567999999999999
