NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_012,0.05746239876590822
"Isle of Wight County, Virginia",S1501_C01_012,0.0647223332001598
"James City County, Virginia",S1501_C01_012,0.053460600970893675
"Mathews County, Virginia",S1501_C01_012,0.19710144927536233
"Southampton County, Virginia",S1501_C01_012,0.07231093702922567
"York County, Virginia",S1501_C01_012,0.05467139249889963
"Chesapeake city, Virginia",S1501_C01_012,0.012556845177492703
"Franklin city, Virginia",S1501_C01_012,0.25026436376454
"Hampton city, Virginia",S1501_C01_012,0.015832378899144378
"Newport News city, Virginia",S1501_C01_012,0.013579408678476637
"Norfolk city, Virginia",S1501_C01_012,0.010542385180418546
"Poquoson city, Virginia",S1501_C01_012,0.2654335815517656
"Portsmouth city, Virginia",S1501_C01_012,0.0198252208529603
"Suffolk city, Virginia",S1501_C01_012,0.029969133586964323
"Virginia Beach city, Virginia",S1501_C01_012,0.007470085234705258
"Williamsburg city, Virginia",S1501_C01_012,0.3876967095851216
