NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_012,14.132372463493267
"Isle of Wight County, Virginia",S1501_C01_012,17.281667977970102
"James City County, Virginia",S1501_C01_012,26.500372885347566
"Mathews County, Virginia",S1501_C01_012,16.164584864070537
"Southampton County, Virginia",S1501_C01_012,10.136597745763977
"York County, Virginia",S1501_C01_012,22.83563077203039
"Chesapeake city, Virginia",S1501_C01_012,18.78163579232458
"Franklin city, Virginia",S1501_C01_012,16.119978951061217
"Hampton city, Virginia",S1501_C01_012,14.865510991515906
"Newport News city, Virginia",S1501_C01_012,14.997999686907516
"Norfolk city, Virginia",S1501_C01_012,15.587098851561661
"Poquoson city, Virginia",S1501_C01_012,22.418914102411787
"Portsmouth city, Virginia",S1501_C01_012,13.28632721307338
"Suffolk city, Virginia",S1501_C01_012,16.414641411575058
"Virginia Beach city, Virginia",S1501_C01_012,22.165582880311753
"Williamsburg city, Virginia",S1501_C01_012,27.094005260971894
