NAME,variable,pct_tot
"Gloucester County, Virginia",S1501_C01_012,13.362293012549195
"Isle of Wight County, Virginia",S1501_C01_012,16.176133323140434
"James City County, Virginia",S1501_C01_012,27.00759909632368
"Mathews County, Virginia",S1501_C01_012,17.835232252410165
"Southampton County, Virginia",S1501_C01_012,11.992717894257757
"York County, Virginia",S1501_C01_012,24.087591240875913
"Chesapeake city, Virginia",S1501_C01_012,20.12320457616997
"Franklin city, Virginia",S1501_C01_012,13.284981425791614
"Hampton city, Virginia",S1501_C01_012,16.19490072451745
"Newport News city, Virginia",S1501_C01_012,16.148566120180977
"Norfolk city, Virginia",S1501_C01_012,16.982629166475405
"Poquoson city, Virginia",S1501_C01_012,21.802636266476664
"Portsmouth city, Virginia",S1501_C01_012,13.828279965996032
"Suffolk city, Virginia",S1501_C01_012,16.54457567150047
"Virginia Beach city, Virginia",S1501_C01_012,22.565792059104783
"Williamsburg city, Virginia",S1501_C01_012,26.815872579980777
