NAME,variable,pct_tot,gender
"Gloucester County, Virginia",C15002B_006,4.964850615114235,Male
"Gloucester County, Virginia",C15002B_011,8.875219683655535,Female
"Isle of Wight County, Virginia",C15002B_006,6.2957291134932785,Male
"Isle of Wight County, Virginia",C15002B_011,8.660881402075889,Female
"James City County, Virginia",C15002B_006,11.516222293607454,Male
"James City County, Virginia",C15002B_011,13.154513331191778,Female
"Mathews County, Virginia",C15002B_006,0.5714285714285714,Male
"Mathews County, Virginia",C15002B_011,5.857142857142858,Female
"Southampton County, Virginia",C15002B_006,2.097611630321911,Male
"Southampton County, Virginia",C15002B_011,7.7673935617860845,Female
"York County, Virginia",C15002B_006,13.53542474444836,Male
"York County, Virginia",C15002B_011,16.831159675713785,Female
"Chesapeake city, Virginia",C15002B_006,8.082727780883175,Male
"Chesapeake city, Virginia",C15002B_011,15.968697596422581,Female
"Franklin city, Virginia",C15002B_006,7.09353421217828,Male
"Franklin city, Virginia",C15002B_011,8.349026993094789,Female
"Hampton city, Virginia",C15002B_006,8.044247992409339,Male
"Hampton city, Virginia",C15002B_011,14.362083728680197,Female
"Newport News city, Virginia",C15002B_006,6.373848573354303,Male
"Newport News city, Virginia",C15002B_011,11.707481464839361,Female
"Norfolk city, Virginia",C15002B_006,5.805184210964423,Male
"Norfolk city, Virginia",C15002B_011,8.568764879218206,Female
"Poquoson city, Virginia",C15002B_006,8.24742268041237,Male
"Poquoson city, Virginia",C15002B_011,9.278350515463918,Female
"Portsmouth city, Virginia",C15002B_006,5.644529413608299,Male
"Portsmouth city, Virginia",C15002B_011,11.292192935719434,Female
"Suffolk city, Virginia",C15002B_006,7.832797427652734,Male
"Suffolk city, Virginia",C15002B_011,12.407288317256162,Female
"Virginia Beach city, Virginia",C15002B_006,9.830319888734353,Male
"Virginia Beach city, Virginia",C15002B_011,15.106165971256374,Female
"Williamsburg city, Virginia",C15002B_006,12.611879576891782,Male
"Williamsburg city, Virginia",C15002B_011,18.06346623270952,Female
