NAME,variable,pct_tot,gender
"Gloucester County, Virginia",C15002B_006,6.9039451114922805,Male
"Gloucester County, Virginia",C15002B_011,7.890222984562607,Female
"Isle of Wight County, Virginia",C15002B_006,6.007127099949092,Male
"Isle of Wight County, Virginia",C15002B_011,7.228915662650602,Female
"James City County, Virginia",C15002B_006,10.458567980691875,Male
"James City County, Virginia",C15002B_011,13.789219629927594,Female
"Mathews County, Virginia",C15002B_006,1.0512483574244416,Male
"Mathews County, Virginia",C15002B_011,9.592641261498029,Female
"Southampton County, Virginia",C15002B_006,1.9361483007209062,Male
"Southampton County, Virginia",C15002B_011,7.394438722966014,Female
"York County, Virginia",C15002B_006,12.325375773651635,Male
"York County, Virginia",C15002B_011,18.001768346595934,Female
"Chesapeake city, Virginia",C15002B_006,8.027344643102108,Male
"Chesapeake city, Virginia",C15002B_011,15.805478073986007,Female
"Franklin city, Virginia",C15002B_006,9.283387622149837,Male
"Franklin city, Virginia",C15002B_011,7.32899022801303,Female
"Hampton city, Virginia",C15002B_006,7.985120022460343,Male
"Hampton city, Virginia",C15002B_011,13.015301108979457,Female
"Newport News city, Virginia",C15002B_006,5.939132409720646,Male
"Newport News city, Virginia",C15002B_011,11.385419032477856,Female
"Norfolk city, Virginia",C15002B_006,5.502396339528747,Male
"Norfolk city, Virginia",C15002B_011,8.823873219444584,Female
"Poquoson city, Virginia",C15002B_006,9.89010989010989,Male
"Poquoson city, Virginia",C15002B_011,9.89010989010989,Female
"Portsmouth city, Virginia",C15002B_006,5.89771833202203,Male
"Portsmouth city, Virginia",C15002B_011,10.929976396538159,Female
"Suffolk city, Virginia",C15002B_006,7.7332044465925565,Male
"Suffolk city, Virginia",C15002B_011,11.709653323959753,Female
"Virginia Beach city, Virginia",C15002B_006,9.680028592389158,Male
"Virginia Beach city, Virginia",C15002B_011,15.255544478094842,Female
"Williamsburg city, Virginia",C15002B_006,13.416536661466457,Male
"Williamsburg city, Virginia",C15002B_011,12.246489859594384,Female
