NAME,variable,pct_tot,gender
"Gloucester County, Virginia",C15002B_006,6.672192291753004,Male
"Gloucester County, Virginia",C15002B_011,11.893907998342312,Female
"Isle of Wight County, Virginia",C15002B_006,5.813160586430277,Male
"Isle of Wight County, Virginia",C15002B_011,9.734060688714626,Female
"James City County, Virginia",C15002B_006,9.966777408637874,Male
"James City County, Virginia",C15002B_011,13.98512893529505,Female
"Mathews County, Virginia",C15002B_006,0.7643312101910829,Male
"Mathews County, Virginia",C15002B_011,7.643312101910828,Female
"Southampton County, Virginia",C15002B_006,3.321444493981275,Male
"Southampton County, Virginia",C15002B_011,10.209540793580027,Female
"York County, Virginia",C15002B_006,13.472584856396866,Male
"York County, Virginia",C15002B_011,18.938207136640557,Female
"Chesapeake city, Virginia",C15002B_006,8.664505104499847,Male
"Chesapeake city, Virginia",C15002B_011,17.15593918415633,Female
"Franklin city, Virginia",C15002B_006,9.073543457497612,Male
"Franklin city, Virginia",C15002B_011,9.423750397962433,Female
"Hampton city, Virginia",C15002B_006,8.530422944691848,Male
"Hampton city, Virginia",C15002B_011,15.141096933477929,Female
"Newport News city, Virginia",C15002B_006,6.0586464488794745,Male
"Newport News city, Virginia",C15002B_011,11.62448433493143,Female
"Norfolk city, Virginia",C15002B_006,6.332274922272937,Male
"Norfolk city, Virginia",C15002B_011,8.609512469405304,Female
"Poquoson city, Virginia",C15002B_006,8.24742268041237,Male
"Poquoson city, Virginia",C15002B_011,15.463917525773196,Female
"Portsmouth city, Virginia",C15002B_006,6.419984387197503,Male
"Portsmouth city, Virginia",C15002B_011,11.33177205308353,Female
"Suffolk city, Virginia",C15002B_006,8.124126836289742,Male
"Suffolk city, Virginia",C15002B_011,13.547267262181956,Female
"Virginia Beach city, Virginia",C15002B_006,9.720970441628193,Male
"Virginia Beach city, Virginia",C15002B_011,15.542516600143468,Female
"Williamsburg city, Virginia",C15002B_006,10.949464012251148,Male
"Williamsburg city, Virginia",C15002B_011,13.782542113323123,Female
